resource_code,name,type,category,unit,price_avg,price_min,price_max,price_median,price_variants,currency,avg_cost_per_use,avg_qty_per_use,usage_count,used_in_work_items,parent_category,parent_collection,parent_department,parent_section
KAME-LI-MESA-MEME_KAKAPUVO,镀锌钢制圆形垫圈，孔径直径 M16-24,Material,General,千克,29.86,29.86,29.86,29.86,1,CNY,677.76,22.701,48,48,建筑工程,混凝土和钢筋混凝土整体结构,梁、腰板、过梁、横梁,梁、过梁的建造
DXME-MEDX-MERI_KAVOME,汽油动力泵，流量54立方米/小时，扬程26米，吸入深度8米,Equipment,General,台时,6.34,6.34,6.34,6.34,1,CNY,70.62,11.1402,48,48,建筑工程,钻孔,钻井作业,其他钻井类型
RISA-ME-KAPU-KATO_KAKAMETO,轨道螺栓，用于固定轨道，直径 M12，长度 58 毫米，带直径 M12 的螺母,Material,General,吨,29465.06,29465.06,29465.06,29465.06,1,CNY,59.71,0.002,48,48,建筑工程,水下建筑（潜水）工程,河流环境（河流、湖泊、水库）的水下建筑（潜水）作业,河流环境中的管道铺设（河流、湖泊、水库）
KAME-LI-MEME-KALI_KARITOPU,用于焊接高强度耐热合金钢的焊接电极 TsL-17，直径4-5毫米,Material,General,千克,46.19,46.19,46.19,46.19,1,CNY,28.52,0.6175,48,48,设备安装,工艺管道,石油天然气加工厂管道,碳钢和优质钢管管道
MEDX-ME-KAME-KARI,金属风管,Abstract Material,General,平方米,395.06,395.06,395.06,395.06,1,CNY,39506.18,100.0,48,48,建筑工程,通风与空调,金属风管,铺设镀锌钢板和H级铝板（普通型）风管
RISA-ME-KANE-MESA_MEKAVOPU,单道岔转换器，轨距1520毫米，轨道类型R50，型号1/11，项目2642.000.00,Material,General,套,370666.0,370666.0,370666.0,370666.0,1,CNY,1253.31,0.0034,48,48,建筑工程,采矿顶板作业,单斗挖掘机开挖土方,挖掘机开挖土方并装载至铁路运输工具
KAME-LI-MESA-KATO,螺栓与螺母,Abstract Material,General,吨,8551.55,25.88,23741.49,25.88,3,CNY,6980.11,8.5966,48,48,建筑工程,建筑金属结构,建筑物与建筑框架,单层和多层生产建筑的框架
KALI-RI-KANE-KATO_KAMEMERI,镀锌钢导轨型材，用于安装石膏隔断和吊顶，尺寸50x40毫米，钢材厚度0.6毫米,Material,General,米,8.77,8.77,8.77,8.77,1,CNY,1098.55,125.3333,48,48,建筑工程,木结构,隔墙、墙面饰面、石膏板吊顶,采用单层金属框架和双面单层覆层的石膏板隔断安装
DXME-KANE-KAVO_KAKASA,电动葫芦，起重能力5吨,Equipment,General,台时,2.69,2.69,2.69,2.69,1,CNY,139.37,51.8321,48,48,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,反应堆建筑保护壳预应力系统的沟槽成型器注浆
DXME-KARI-KAPU_KAMEME,履带式起重机基座的桩基钻孔设备，起重能力25吨，钻孔直径可达1000毫米,Equipment,General,台时,270.34,270.34,270.34,270.34,1,CNY,673.78,2.4923,48,48,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KANE-KAVO_KAKASA,电力消耗：0.42千瓦时/小时,Electricity,Electricity,机器运行时间,0.28,0.28,0.28,0.28,1,CNY,14.73,51.8321,48,48,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,反应堆建筑保护壳预应力系统的沟槽成型器注浆
RITO-TO-KAME-KANE_KAKARIPU,D级钢钻杆，带内嵌式端头和配套接头，外径168毫米，壁厚9毫米,Material,General,米,761.46,761.46,761.46,761.46,1,CNY,868.38,1.1404,48,48,建筑工程,钻孔,钻井作业,旋转钻探
MEPU-RI-KARI-MEME,木材防火防腐浸渍剂,Abstract Material,General,升,23083.58,17.93,27019.8,27019.8,3,CNY,15073.04,2.8234,48,48,建筑工程,装修工程,饰面工程,室内表面板材饰面
RISA-ME-KASA-KARI_MEKAKANE,窄轨铁路用垫板，D-18型,Material,General,件,35.23,35.23,35.23,35.23,1,CNY,71.33,2.025,48,48,建筑工程,水下建筑（潜水）工程,河流环境（河流、湖泊、水库）的水下建筑（潜水）作业,河流环境中的管道铺设（河流、湖泊、水库）
DXME-MEKA-MEME_KAPUTO,配备4个液压千斤顶的设备，用于在主干管道施工中压入直径1000-1720毫米的管道,Equipment,General,台时,95.17,95.17,95.17,95.17,1,CNY,5914.05,62.14,48,48,建筑工程,干线和工业管道,道路下方穿越结构,无缝衬垫套管
DXME-MEKA-MEME_KAPUTO,电力：消耗量 33 千瓦时/马力小时,Electricity,Electricity,机器运行时间,22.17,22.17,22.17,22.17,1,CNY,1377.69,62.14,48,48,建筑工程,干线和工业管道,道路下方穿越结构,无缝衬垫套管
KAVO-TO-KASA-KASA,镀锌钢板,Abstract Material,General,吨,9431.39,71.1,10069.59,10069.59,2,CNY,2638.98,7.3879,47,47,建筑工程,木结构,石膏板或石膏纤维板覆面的隔断墙,金属框架隔断
KASA-ME-KAME-KADX,预制钢筋混凝土井圈，直径1500毫米,Abstract Material,General,立方米,2370.76,564.95,2538.75,2538.75,2,CNY,141.24,0.25,47,41,建筑工程,供水管道——室外管网,供水井,预制钢筋混凝土圆形井的构造
RISA-ME-KAPU-KAME_KAKAKAME,铁路轨道用预埋螺栓，直径M22，长度175毫米，配M22螺母,Material,General,吨,16549.38,16549.38,16549.38,16549.38,1,CNY,52318.61,3.1614,47,47,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
DXME-KAVO-MEME_KAKAME,电力：消耗量 65.67 千瓦时/机器小时,Electricity,Electricity,机器运行时间,44.12,44.12,44.12,44.12,1,CNY,175.12,3.9691,47,47,建筑工程,公路,材料准备,用分级碎石（砾石）制备热铺沥青混凝土混合料
DXME-KASA-KARI_KAKALI,电力：耗电量21.12千瓦时/机器小时,Electricity,Electricity,机器运行时间,14.19,14.19,14.19,14.19,1,CNY,137.31,9.6772,47,47,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
RIKA-SA-KAPU-KADX_KAKAKARI,U731M型压接端子，适用于主干线和分支线以及电缆,Material,General,100个,330.47,330.47,330.47,330.47,1,CNY,236.84,0.7167,47,47,建筑工程,临时性可拆卸建筑与构筑物,临时建筑和设施内部工程网络的安装,临时住宅和公共建筑内部供电系统的安装
KASA-ME-KANE-MEPU,钢纤维混凝土板,Abstract Material,General,立方米,3096.06,3096.06,3096.06,3096.06,1,CNY,303150.56,97.9149,47,47,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,钢筋混凝土构件的制造
DXME-KASA-KARI_KAKALI,龙门起重机，起重能力65吨，吊钩提升高度24米,Equipment,General,台时,781.96,781.96,781.96,781.96,1,CNY,7567.2,9.6772,47,47,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
DXME-KAVO-MEME_KAKAME,远程控制沥青混凝土厂，产能高达56吨/小时,Equipment,General,台时,740.56,740.56,740.56,740.56,1,CNY,2939.38,3.9691,47,47,建筑工程,公路,材料准备,用分级碎石（砾石）制备热铺沥青混凝土混合料
DXME-KATO-MESA_KAKALI,轮轨式气动钻机，自走式，配备2台钻机，用于水平和倾斜巷道作业,Equipment,General,台时,829.02,829.02,829.02,829.02,1,CNY,18056.6,21.7806,47,47,建筑工程,隧道掘进工程,常规方式进行的隧道工程,倾斜井筒通行
KAME-LI-KALI-METO_KAKAMEME,耐酸粉末,Material,General,吨,2101.84,2101.84,2101.84,2101.84,1,CNY,317.78,0.1512,47,47,建筑工程,地板,地板,聚合物水泥面层施工
MEPU-SA-KADX-KAPU_KAMEMEME,固化剂1号,Material,General,吨,227666.07,227666.07,227666.07,227666.07,1,CNY,676.08,0.0016,47,47,建筑工程,建筑金属结构,各类工程,表面饰面、焊接作业、螺栓安装及其他作业
RITO-SA-KAME-KAVO_KAKANEVO,直缝和螺旋缝电焊钢管，强度等级K38，外径1020毫米，壁厚12毫米,Material,General,米,3945.91,3945.91,3945.91,3945.91,1,CNY,38226.67,9.6877,47,47,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,水力机械化法土方工程
DXME-KAVO-KATO_KAMETO,自走式光面振动压路机，重量9吨,Equipment,General,台时,252.25,252.25,252.25,252.25,1,CNY,2869.21,11.3745,47,47,建筑工程,公路,垫层、找平层的基础与路面,地基垫层与找平层
DXME-KASA-METO_KARIME,卡车式，载重量达1.5吨，带起重机，起重能力1吨,Equipment,General,台时,86.93,86.93,86.93,86.93,1,CNY,162.29,1.867,46,46,建筑工程,建筑金属结构,建筑物与建筑框架,轻型金属结构框架
RISA-ME-KARI-KAME_KAKATOSA,钢筋混凝土轨枕，型号Sh1，混凝土体积0.106立方米，钢材消耗量7.25千克,Material,General,件,674.73,674.73,674.73,674.73,1,CNY,534052.02,791.5,46,46,建筑工程,铁路,1520毫米轨距铁路轨道上部结构,轨道铺设与拆卸
KAME-LI-KANE-KALI_KAKAKATO,镀锌钢穿孔带，宽度17毫米，厚度0.6毫米,Material,General,100 平方米,270.34,270.34,270.34,270.34,1,CNY,164.33,0.6079,46,46,设备安装,起重运输设备,升降机,客运、医院和货运电梯
KAME-LI-MESA-KAVO,窗框和窗框部件的固定元件（自攻螺钉、铆钉等）,Abstract Material,General,吨,3301.31,32.88,37618.9,32.88,3,CNY,831.69,25.1371,46,46,建筑工程,建筑金属结构,建筑物和构筑物的围护结构,窗框、彩绘玻璃、橱窗、门、大门
DXME-RIKA-KATO_KAMEKA,在开阔水域作业的柴油拖船，功率552千瓦（750马力）,Equipment,General,台时,1712.81,1712.81,1712.81,1712.81,1,CNY,11852.27,6.9198,46,46,建筑工程,桩基工程、沉井、地基加固,桩基工程,海上浮动平台桩基施工
MELI-ME-KARI-KASA,高熔点砖,Abstract Material,General,吨,855.15,165.99,1123.83,1123.83,3,CNY,16400.22,96.9558,46,46,建筑工程,砖砌体和砌块结构,取暖炉和火炉,炉灶、火炉砌筑
RIPU-TO-KASA-KARI,聚乙烯管堵,Abstract Material,General,千克,262.28,107.73,614.46,225.83,3,CNY,514.23,3.6661,46,46,建筑工程,室内管道,塑料管管道,压力聚乙烯管供水管道铺设
KAME-ME-KARI-KAVO_KAKAKATO,PMB石棉垫片，厚度1毫米，直径150毫米,Material,General,1000 件,2840.91,2840.91,2840.91,2840.91,1,CNY,44.28,0.0156,46,46,建筑工程,室内管道,钢管管道,钢制管道法兰连接安装
KAME-LI-MEDX-KARI,橡胶密封圈，用于密封注浆盖支撑盘与支撑杯的连接处,Abstract Material,General,件,34.82,5.63,41.92,41.92,2,CNY,7070.11,404.3085,46,44,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,反应堆建筑保护壳预应力系统的沟槽成型器注浆
RISA-ME-KASA-KARI_KAKAKATO,宽轨铁路用垫板，钉式连接，D-65型,Material,General,件,238.97,238.97,238.97,238.97,1,CNY,341855.3,1430.5374,46,46,建筑工程,土方工程,机械化土方工程（挖掘机、铲运机、推土机、平地机、水力机械化法等）,铁路和公路的挖沟与填筑
KASA-RI-KARI-KAME,地下室墙体混凝土砌块,Abstract Material,General,件,1301.2,1301.2,1301.2,1301.2,1,CNY,73348.85,56.3703,46,46,建筑工程,预制混凝土和钢筋混凝土结构,工业企业的住宅、公共及行政生活建筑,地下室墙体模块
RIKA-RI-MEKA-KATO_KAKAKANE,环形绝缘接头,Material,General,100个,42.49,42.49,42.49,42.49,1,CNY,1.96,0.0461,46,46,建筑工程,供热与燃气管道——外部管网,城镇及村庄燃气管道,城镇及村庄输气管道的电化学保护
RISA-RI-KAME-MENE_KAKAKASA,单耳座（用于柱头）KS-009,Material,General,件,122.68,122.68,122.68,122.68,1,CNY,1095.5,8.9297,46,46,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
DXME-MEME-KARI_KARIME,用于“拉力法”安装电线的装置，拉力（制动力）15吨,Equipment,General,台时,522.59,522.59,522.59,522.59,1,CNY,3945.33,7.5496,46,46,建筑工程,输电线路,35-1150千伏架空输电线路,35-750千伏架空线路导线及避雷缆
RISA-RI-KAME-KAPU_KAKAKASA,用于悬挂铜线或青铜线和缆索的铜衬套，尺寸为162×54×22毫米,Material,General,件,47.31,47.31,47.31,47.31,1,CNY,312.72,6.6095,46,46,设备安装,铁路运输信号、集中、联锁及接触网设备,铁路运输接触网,接触式悬挂装置安装
RITO-TO-KAME-KAPU_KAKATOPU,D级无缝套管，带短三角螺纹，外径219毫米，壁厚7.7-14.2毫米,Material,General,吨,15525.43,15525.43,15525.43,15525.43,1,CNY,369.71,0.0238,46,46,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,降水
KAME-LI-KALI-KADX_KAKAPURI,浸渍麻油封填料，LP牌,Material,General,千克,47.19,47.19,47.19,47.19,1,CNY,470.52,9.9699,45,45,设备安装,热力设备,蒸汽涡轮机和燃气涡轮机组,固定式蒸汽涡轮机和固定式燃气涡轮机装置
DXME-KAME-KASA_METOSA,履带式单斗电动挖掘机，铲斗容量6.3立方米,Equipment,General,台时,2940.71,2940.71,2940.71,2940.71,1,CNY,12126.19,4.1236,45,45,建筑工程,采矿顶板作业,单斗挖掘机开挖土方,挖掘机开挖土方，将土方堆放于沟槽侧壁或已开挖区域
RIKA-RI-MEKA-KATO_KAKARIKA,铜制电缆端子 P 2.5-4,Material,General,100个,145.09,145.09,145.09,145.09,1,CNY,24.66,0.1699,45,45,设备安装,通信设备,城市电话通信,自动电话交换站
DXME-KAME-KASA_METOSA,电力消耗：117.48千瓦时/小时,Electricity,Electricity,机器运行时间,78.93,78.93,78.93,78.93,1,CNY,325.46,4.1236,45,45,建筑工程,采矿顶板作业,单斗挖掘机开挖土方,挖掘机开挖土方，将土方堆放于沟槽侧壁或已开挖区域
MEPU-ME-KATO-KARI_KARIKAME,玻璃纤维墙纸专用胶,Material,General,千克,9.67,9.67,9.67,9.67,1,CNY,15.86,1.64,45,45,建筑工程,装修工程,油漆工程,室内水性涂料涂装
DXME-KALI-KADX_KAKARI,自动化水泥固结装置，产能15立方米/小时,Equipment,General,台时,75.49,75.49,75.49,75.49,1,CNY,2368.24,31.3713,45,45,建筑工程,钻孔,用管子加固井眼、取出管子、自由下放或从井眼提升管子,柱式钻井中的导管安装
DXME-KANE-KANE_KAPUDX,斗式提升机,Equipment,General,台时,278.84,278.84,278.84,278.84,1,CNY,11879.65,42.604,45,45,建筑工程,隧道和地铁,封闭式作业方式,斜坡和竖井开挖
DXME-KALI-KADX_KAKARI,电力：消耗量 5.61 千瓦·时/机器小时,Electricity,Electricity,机器运行时间,3.77,3.77,3.77,3.77,1,CNY,118.22,31.3713,45,45,建筑工程,钻孔,用管子加固井眼、取出管子、自由下放或从井眼提升管子,柱式钻井中的导管安装
DXME-KAME-KATO_KAKAME,电力：消耗量 26.4 千瓦时/小时,Electricity,Electricity,机器运行时间,15.99,15.99,15.99,15.99,1,CNY,230.14,14.3933,45,45,建筑工程,隧道和地铁,封闭式作业方式,斜坡和竖井开挖
DXME-MELI-KAPU_KASAVO,半自动控制塑料管对焊设备，管径大于315至630毫米,Equipment,General,台时,26.14,26.14,26.14,26.14,1,CNY,557.15,21.31,45,45,建筑工程,供水管道——室外管网,管道铺设,聚乙烯管
DXME-MELI-KAPU_KASAVO,电力：消耗量 2.18 千瓦时/机器小时,Electricity,Electricity,机器运行时间,1.46,1.46,1.46,1.46,1,CNY,31.18,21.31,45,45,建筑工程,供水管道——室外管网,管道铺设,聚乙烯管
DXME-KASA-KASA_KAMELI,汽车起重机，起重能力40吨,Equipment,General,台时,368.89,368.89,368.89,368.89,1,CNY,13590.18,36.8411,45,45,建筑工程,混凝土和钢筋混凝土整体结构,核电站建筑结构,核电站反应堆建筑（反应堆舱）结构钢筋混凝土块的安装与浇筑
KAME-LI-MESA-MERI_KAKATOVO,镀锌钢螺栓，螺纹直径 M12，长度 100 毫米,Material,General,吨,16708.08,16708.08,16708.08,16708.08,1,CNY,28.18,0.0017,45,45,设备安装,粮仓及粮食加工企业设备,谷物清洁、干燥和加工设备,水处理谷物机
RITO-VO-KATO-MEME_KAMERILI,带连接凸缘的钢制平焊法兰，钢材牌号20，公称压力1兆帕，公称直径40毫米,Material,General,件,43.59,43.59,43.59,43.59,1,CNY,339.04,7.7778,45,45,建筑工程,通风与空调,加热器,空气加热装置安装
DXME-KARI-KATO_KARIRI,柴油锤，锤头重量1.8吨,Equipment,General,台时,90.07,90.07,90.07,90.07,1,CNY,98.82,1.0971,45,45,建筑工程,桩基工程、沉井、地基加固,桩基工程,从地面进行的桩基施工
KAME-PU-KARI-KATO,切割元件,Abstract Material,General,件,23596.48,23596.48,23596.48,23596.48,1,CNY,23596.48,1.0,45,45,建筑工程,隧道和地铁,封闭式作业方式,隧道和巷道掘进
KAME-SA-KARI-KAME,护栏固定件,Abstract Material,General,套,10293.29,293.91,19538.29,10207.11,4,CNY,272560.93,44.5179,45,43,建筑工程,建筑金属结构,周界物理防护设施,在金属柱上设置周界物理防护设施
MEME-RI-METO-KANE_KAKAMEPU,地板护板，厚度50毫米,Material,General,平方米,94.24,94.24,94.24,94.24,1,CNY,592.46,6.2867,45,45,建筑工程,隧道和地铁,封闭式作业方式,斜坡和竖井开挖
DXME-KAME-KATO_KAKAME,刮板机组，斗容量0.6-0.8立方米,Equipment,General,台时,185.45,185.45,185.45,185.45,1,CNY,2669.27,14.3933,45,45,建筑工程,隧道和地铁,封闭式作业方式,斜坡和竖井开挖
RIRI-RI-KARI-RIME,销钉,Abstract Material,General,吨,9.09,9.01,10.21,9.01,2,CNY,5514.89,612.0,45,45,建筑工程,土方工程,其他土方工程、准备性、配套及加固工程,永久冻土和岩石地基的开挖
RISA-ME-KAME-KASA_KAKARISA,针叶木浸渍轨枕，II型，长度1500毫米,Material,General,件,200.09,200.09,200.09,200.09,1,CNY,27298.83,136.4328,45,45,建筑工程,建筑金属结构,构筑物,储罐、储气罐
KAME-LI-KARI-KAVO_KAKAKARI,未浸渍三层开口缝合纸袋，型号NM,Material,General,1000 件,3117.97,3117.97,3117.97,3117.97,1,CNY,977.8,0.3136,45,45,建筑工程,钻爆作业,爆炸区域的掩蔽及现行铁路轨道上的钻爆作业,为保护设施而掩蔽爆炸区域
RIPU-TO-KASA-KANE,热缩套管，用于焊接接头的绝缘,Abstract Material,General,套,228.49,228.49,228.49,228.49,1,CNY,1117.9,4.8925,44,44,建筑工程,干线和工业管道,在正常条件下管线上的管道组装与焊接,其他线路施工
MELI-ME-KARI-KATO_KAKAKARI,高溫縫合式隔熱墊，由莫來石硅酸鹽棉製成，外覆玻璃纖維布，可燃性分級為NG，密度95±10 kg/m3，25 °C 下的导热系数不超过 0.044 W/(m*K)，被隔热表面极限温度 -60 至 +1250 °C，宽度 400 毫米，厚度 40 毫米,Material,General,米,198.63,198.63,198.63,198.63,1,CNY,16.16,0.0814,44,44,设备安装,工艺管道,管道安装相关各类作业,管道焊接接头的预热
MEPU-SA-KAPU-KARI_KAKAKARI,KN-3橡胶粘合剂,Material,General,吨,14166.74,14166.74,14166.74,14166.74,1,CNY,445.2,0.0314,44,44,建筑工程,预制混凝土和钢筋混凝土结构,工业企业的住宅、公共及行政生活建筑,内外墙板、加固隔板、隔断
MEPU-SA-KARI-KARI_KAMEKAME,丙烯酸基保护性密封胶，通用型,Material,General,千克,10.9,10.9,10.9,10.9,1,CNY,346.64,31.8032,44,44,建筑工程,装修工程,玻璃工程,工业建筑窗框玻璃安装
